travel_date,line,total_records,avg_arrival_delay,max_arrival_delay
2024-07-13,110,88,0.63,7.0
2024-07-13,RB67,322,0.61,14.0
2024-07-13,S6,1131,0.61,21.0
2024-07-13,20,1284,0.6,16.0
2024-07-13,RB68,42,0.6,3.0
2024-07-13,13,1572,0.59,15.0
2024-07-13,25,3558,0.58,33.0
2024-07-13,RB46,121,0.56,10.0
2024-07-13,RE10,225,0.56,10.0
2024-07-13,RB43,159,0.55,7.0
2024-07-13,RB40,295,0.54,11.0
2024-07-13,RS5,125,0.53,7.0
2024-07-13,RE14,241,0.51,6.0
2024-07-13,29,45,0.51,5.0
2024-07-13,C13,38,0.5,4.0
2024-07-13,5X,313,0.49,5.0
2024-07-13,RE50,111,0.49,9.0
2024-07-13,82,239,0.48,6.0
2024-07-13,RB57,329,0.48,15.0
2024-07-13,RB25,73,0.47,7.0
2024-07-13,RB49,279,0.47,13.0
2024-07-13,RE98,213,0.47,14.0
2024-07-13,59,312,0.46,6.0
2024-07-13,RS71,67,0.46,3.0
2024-07-13,RB56,336,0.44,12.0
2024-07-13,RB26,71,0.44,7.0
2024-07-13,RB95,34,0.44,14.0
2024-07-13,RB23,214,0.43,13.0
2024-07-13,91,125,0.42,2.0
2024-07-13,73,645,0.41,24.0
2024-07-13,RB90,209,0.41,5.0
2024-07-13,113,66,0.41,3.0
2024-07-13,RS7,128,0.4,5.0
2024-07-13,RB71,177,0.4,5.0
2024-07-13,RE22,106,0.39,6.0
2024-07-13,37,168,0.38,6.0
2024-07-13,41,4135,0.38,107.0
2024-07-13,RE3,233,0.36,6.0
2024-07-13,RS3,193,0.36,10.0
2024-07-13,RE44,38,0.34,3.0
2024-07-13,RE74,114,0.34,9.0
2024-07-13,RB24,249,0.34,9.0
2024-07-13,47,307,0.34,42.0
2024-07-13,RB13,246,0.33,7.0
2024-07-13,RB55,202,0.33,5.0
2024-07-13,RB93,141,0.32,14.0
2024-07-13,RS51,31,0.32,5.0
2024-07-13,RS21,77,0.31,3.0
2024-07-13,RB35,35,0.31,5.0
2024-07-13,97,35,0.31,3.0
2024-07-13,RB60,257,0.29,22.0
2024-07-13,C15,23,0.26,2.0
2024-07-13,RE83,354,0.26,7.0
2024-07-13,46,2347,0.26,8.0
2024-07-13,RB27,477,0.25,6.0
2024-07-13,RB69,124,0.23,7.0
2024-07-13,RB98,30,0.23,7.0
2024-07-13,RE30,162,0.23,6.0
2024-07-13,RB77,194,0.23,7.0
2024-07-13,RB29,23,0.22,4.0
2024-07-13,45,1618,0.19,7.0
2024-07-13,85,1046,0.18,20.0
2024-07-13,RE1,242,0.17,5.0
2024-07-13,C14,36,0.17,3.0
2024-07-13,RB45,132,0.17,9.0
2024-07-13,RB84,265,0.16,7.0
2024-07-13,RB61,441,0.16,6.0
2024-07-13,36,119,0.15,6.0
2024-07-13,49,67,0.15,2.0
2024-07-13,RS4,113,0.14,3.0
2024-07-13,RS30,103,0.12,5.0
2024-07-13,RB1,30,0.1,3.0
2024-07-13,RB85,21,0.1,1.0
2024-07-13,U28,36,0.06,1.0
2024-07-13,RB74,40,0.05,1.0
2024-07-13,RB39,48,0.02,1.0
2024-07-13,EV,1486,0.02,5.0
2024-07-13,RB96,42,0.0,0.0
2024-07-13,EV22A,20,0.0,0.0
2024-07-13,RE57,68,0.0,0.0
2024-07-13,RB110,42,0.0,0.0
2024-07-13,S9,47,0.0,0.0
2024-07-13,RB12,60,0.0,0.0
2024-07-13,S1,602,0.0,0.0
2024-07-13,RE17,68,0.0,0.0
2024-07-13,S3,50,0.0,0.0
2024-07-13,RB47,39,0.0,0.0
2024-07-13,RB4,20,0.0,0.0
2024-07-13,RB52,39,0.0,0.0
2024-07-13,S62,75,0.0,0.0
2024-07-13,RB50,32,0.0,0.0
2024-07-13,RB33,35,0.0,0.0
2024-07-13,200,38,0.0,0.0
2024-07-14,RB82,57,4.4,28.0
2024-07-14,RE25,140,4.01,33.0
2024-07-14,61,546,3.39,19.0
2024-07-14,RB17,108,3.15,22.0
2024-07-14,66,105,3.11,10.0
2024-07-14,RE85,80,2.99,32.0
2024-07-14,RE5,363,2.98,26.0
2024-07-14,RB91,211,2.86,44.0
2024-07-14,62,82,2.76,45.0
2024-07-14,76,156,2.65,24.0
2024-07-14,34,321,2.63,49.0
2024-07-14,96,147,2.52,18.0
2024-07-14,RB38,25,2.48,11.0
2024-07-14,60,390,2.46,25.0
2024-07-14,97,31,2.42,54.0
2024-07-14,18,900,2.38,33.0
2024-07-14,RB10,443,2.36,56.0
2024-07-14,RE4,98,2.28,28.0
2024-07-14,26,2414,2.27,70.0
2024-07-14,30,1402,2.2,71.0
2024-07-14,68,862,2.03,41.0
2024-07-14,27,955,1.94,34.0
2024-07-14,79,101,1.88,24.0
2024-07-14,EM24,249,1.82,12.0
2024-07-14,10b,121,1.82,10.0
2024-07-14,51,1002,1.82,42.0
2024-07-14,13,1453,1.73,60.0
2024-07-14,RB31,387,1.72,39.0
2024-07-14,77,66,1.7,23.0
2024-07-14,50,1046,1.66,43.0
2024-07-14,57,161,1.59,17.0
2024-07-14,65,467,1.58,37.0
2024-07-14,67,657,1.53,15.0
2024-07-14,5X,311,1.53,20.0
2024-07-14,17c,279,1.51,11.0
2024-07-14,RB67,316,1.51,18.0
2024-07-14,RB75,397,1.5,41.0
2024-07-14,54,339,1.48,21.0
2024-07-14,17,412,1.42,15.0
2024-07-14,RE19,644,1.39,16.0
2024-07-14,14a,115,1.37,10.0
2024-07-14,70,917,1.32,24.0
2024-07-14,74,295,1.27,18.0
2024-07-14,7,9244,1.25,52.0
2024-07-14,32,771,1.25,19.0
2024-07-14,69,295,1.21,13.0
2024-07-14,10,1074,1.2,36.0
2024-07-14,6,12663,1.2,37.0
2024-07-14,14,659,1.2,14.0
2024-07-14,RB97,113,1.19,27.0
2024-07-14,53,488,1.19,29.0
2024-07-14,RE18,332,1.19,19.0
2024-07-14,8,11661,1.17,46.0
2024-07-14,RB15,404,1.14,25.0
2024-07-14,2,19391,1.13,86.0
2024-07-14,93,26,1.12,6.0
2024-07-14,29,44,1.11,12.0
2024-07-14,55,455,1.11,16.0
2024-07-14,RE3,227,1.1,14.0
2024-07-14,80,641,1.1,18.0
2024-07-14,RB58,756,1.08,29.0
2024-07-14,87,774,1.07,21.0
2024-07-14,44,158,1.07,16.0
2024-07-14,16,1232,1.05,71.0
2024-07-14,4,7936,1.05,40.0
2024-07-14,19,1932,1.03,30.0
2024-07-14,23,663,1.0,29.0
2024-07-14,17a,678,1.0,20.0
2024-07-14,28,861,1.0,40.0
2024-07-14,71,571,1.0,23.0
2024-07-14,RE98,207,1.0,30.0
2024-07-14,75,605,0.99,31.0
2024-07-14,52,58,0.97,7.0
2024-07-14,RB43,134,0.96,24.0
2024-07-14,35,234,0.96,22.0
2024-07-14,RE10,227,0.95,27.0
2024-07-14,22,919,0.94,30.0
2024-07-14,RB13,156,0.94,19.0
2024-07-14,15,160,0.92,22.0
2024-07-14,14b,53,0.92,4.0
2024-07-14,92,57,0.91,9.0
2024-07-14,RE60,374,0.9,15.0
2024-07-14,RB41,799,0.9,19.0
2024-07-14,48,808,0.9,22.0
2024-07-14,33,1821,0.89,14.0
2024-07-14,64,82,0.84,23.0
2024-07-14,90,418,0.82,39.0
2024-07-14,3,20282,0.82,47.0
2024-07-14,RB81,190,0.82,24.0
2024-07-14,38,394,0.8,29.0
2024-07-14,10a,105,0.79,7.0
2024-07-14,RB34,60,0.78,10.0
2024-07-14,9,8602,0.74,40.0
2024-07-14,63,193,0.73,13.0
2024-07-14,RB26,67,0.73,9.0
2024-07-14,56,255,0.71,13.0
2024-07-14,RS71,68,0.71,5.0
2024-07-14,RB2,148,0.71,7.0
2024-07-14,RB46,117,0.71,6.0
2024-07-14,40,693,0.7,16.0
2024-07-14,73,438,0.69,28.0
2024-07-14,RB93,107,0.69,10.0
2024-07-14,59,213,0.69,10.0
2024-07-14,RB54,276,0.69,22.0
2024-07-14,S5,222,0.68,10.0
2024-07-14,1,37354,0.68,55.0
2024-07-14,RE70,389,0.68,12.0
2024-07-14,91,124,0.68,5.0
2024-07-14,89,592,0.67,31.0
2024-07-14,RB86,46,0.67,11.0
2024-07-14,72,149,0.65,16.0
2024-07-14,31,503,0.65,27.0
2024-07-14,RE22,98,0.64,9.0
2024-07-14,11,3134,0.63,15.0
2024-07-14,12,1904,0.63,20.0
2024-07-14,21,453,0.62,17.0
2024-07-14,RB85,49,0.61,8.0
2024-07-14,RB99,47,0.6,5.0
2024-07-14,RE2,542,0.59,15.0
2024-07-14,5,11097,0.57,39.0
2024-07-14,RE34,51,0.57,13.0
2024-07-14,81,585,0.56,8.0
2024-07-14,24,463,0.56,10.0
2024-07-14,RE16,164,0.55,12.0
2024-07-14,RB63,24,0.54,4.0
2024-07-14,RB90,191,0.53,10.0
2024-07-14,RS7,127,0.53,9.0
2024-07-14,83,124,0.53,7.0
2024-07-14,RB68,44,0.52,5.0
2024-07-14,RE99,162,0.52,8.0
2024-07-14,RB77,201,0.51,9.0
2024-07-14,RB42,117,0.51,5.0
2024-07-14,S6,901,0.5,12.0
2024-07-14,RB25,67,0.49,9.0
2024-07-14,RB55,210,0.49,10.0
2024-07-14,RE9,21,0.48,10.0
2024-07-14,S4,32,0.47,4.0
2024-07-14,25,3434,0.47,18.0
2024-07-14,20,1214,0.46,14.0
2024-07-14,37,168,0.46,24.0
2024-07-14,82,233,0.45,6.0
2024-07-14,S2,149,0.45,5.0
2024-07-14,RB73,67,0.45,7.0
2024-07-14,RB56,344,0.42,10.0
2024-07-14,RB24,247,0.42,8.0
2024-07-14,RB23,210,0.42,23.0
2024-07-14,RB20,173,0.41,6.0
2024-07-14,85,891,0.41,39.0
2024-07-14,RB57,336,0.4,10.0
2024-07-14,C13,35,0.4,6.0
2024-07-14,RB66,144,0.38,8.0
2024-07-14,RS30,97,0.37,9.0
2024-07-14,42,4854,0.37,23.0
2024-07-14,49,80,0.36,6.0
2024-07-14,RB59,29,0.34,3.0
2024-07-14,RB71,165,0.34,7.0
2024-07-14,113,66,0.33,2.0
2024-07-14,RE83,348,0.32,9.0
2024-07-14,43,177,0.32,8.0
2024-07-14,U28,37,0.3,3.0
2024-07-14,C15,23,0.3,2.0
2024-07-14,S7,578,0.3,7.0
2024-07-14,RE14,126,0.3,4.0
2024-07-14,RB61,424,0.29,12.0
2024-07-14,RE15,265,0.29,8.0
2024-07-14,RB60,250,0.29,7.0
2024-07-14,RE30,158,0.28,14.0
2024-07-14,RS2,265,0.27,7.0
2024-07-14,RS21,75,0.27,4.0
2024-07-14,39,45,0.27,3.0
2024-07-14,46,2644,0.27,10.0
2024-07-14,RE44,36,0.25,2.0
2024-07-14,RB84,248,0.25,11.0
2024-07-14,RB27,502,0.24,14.0
2024-07-14,78,84,0.24,2.0
2024-07-14,RB35,35,0.23,3.0
2024-07-14,RB69,124,0.23,4.0
2024-07-14,RS3,189,0.23,5.0
2024-07-14,45,1476,0.22,10.0
2024-07-14,RB45,125,0.21,12.0
2024-07-14,RB29,20,0.2,2.0
2024-07-14,RE1,207,0.2,15.0
2024-07-14,RB40,270,0.2,8.0
2024-07-14,RS1,206,0.19,5.0
2024-07-14,110,88,0.19,1.0
2024-07-14,RB47,36,0.17,6.0
2024-07-14,RS51,30,0.17,2.0
2024-07-14,RS5,120,0.16,3.0
2024-07-14,RS4,107,0.15,3.0
2024-07-14,RE50,105,0.12,4.0
2024-07-14,41,4229,0.11,6.0
2024-07-14,47,268,0.1,2.0
2024-07-14,36,100,0.09,4.0
2024-07-14,EV,1387,0.08,10.0
2024-07-14,RB49,221,0.07,2.0
2024-07-14,RB1,30,0.07,1.0
2024-07-14,C14,34,0.06,1.0
2024-07-14,RB74,34,0.06,1.0
2024-07-14,RB95,22,0.05,1.0
2024-07-14,S3,52,0.04,2.0
2024-07-14,RB39,42,0.02,1.0
2024-07-14,RE17,60,0.0,0.0
2024-07-14,RB98,29,0.0,0.0
2024-07-14,200,37,0.0,0.0
2024-07-14,RB96,40,0.0,0.0
2024-07-14,86,22,0.0,0.0
2024-07-14,RB52,35,0.0,0.0
2024-07-14,RB50,32,0.0,0.0
2024-07-14,RE57,66,0.0,0.0
2024-07-14,S9,44,0.0,0.0
2024-07-14,RB4,20,0.0,0.0
2024-07-14,FEX,30,0.0,0.0
2024-07-14,S1,590,0.0,0.0
2024-07-14,RB33,33,0.0,0.0
2024-07-14,RB110,42,0.0,0.0
2024-07-14,S62,75,0.0,0.0
2024-07-14,RB12,35,0.0,0.0
2024-07-14,RE12,23,0.0,0.0
